Policy_ID,Customer_ID,Product_ID,Agent_ID,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Policy_Status,Payment_Mode,Renewal_Status,Region_ID
POL0017623,C011934,P002,A0052,2024-12-20,2025-12-20,30112.33,570057.14,Active,Monthly,Not Renewed,R004
POL0017624,C014115,P005,A0135,2024-11-20,2025-05-19,30454.62,551421.52,Expired,Monthly,Renewed,R005
POL0017625,C014018,P004,A0095,2022-08-17,2024-08-16,8795.31,222152.71,Active,Annual,Not Renewed,R002
POL0017626,C004579,P005,A0041,2024-01-14,2026-01-13,57419.21,489010.37,Active,Annual,Not Renewed,R002
POL0017627,C003174,P001,A0065,2025-02-10,2027-02-10,21473.82,375580.61,Active,Annual,Renewed,R004
POL0017628,C005171,P003,A0132,2025-01-15,2026-01-15,37515.88,1289168,Cancelled,Annual,Renewed,R002
POL0017629,C008100,P006,A0128,2022-03-27,2023-03-27,70755.24,990473.59,Expired,Monthly,Not Renewed,R005
POL0017630,C003120,P002,A0038,2025-11-29,2026-11-29,23988.75,295493.97,Expired,Monthly,Renewed,R002
POL0017631,C008374,P001,A0097,2023-10-17,2024-10-16,27074.63,702774.32,Expired,Monthly,Not Renewed,R004
POL0017632,C014008,P004,A0080,2023-04-16,2024-04-15,8552.15,151303.14,Active,Annual,Renewed,R003
POL0017633,C012282,P004,A0094,2026-02-03,2027-02-03,10555.31,183292.49,Active,Annual,Renewed,R005
POL0017634,C004157,P001,A0021,2023-10-29,2024-10-28,22471.62,539034.74,Active,Quarterly,Not Renewed,R002
POL0017635,C005307,P001,A0031,2024-09-15,2025-03-14,16508.69,298148.35,Expired,Annual,Renewed,R001
POL0017636,C011826,P001,A0109,2022-11-26,2023-11-26,12824.83,382168.66,Expired,Annual,Renewed,R004
POL0017637,C002896,P002,A0029,2022-08-28,2024-08-27,18302.4,533274.45,Expired,Annual,Not Renewed,R004
POL0017638,C009228,P001,A0072,2026-03-01,2026-08-28,13241.47,197469.81,Active,Monthly,Renewed,R005
POL0017639,C008815,P001,A0089,2025-08-13,2026-08-13,13924.09,381165.91,Active,Annual,Not Renewed,R003
POL0017640,C011405,P002,A0050,2023-08-10,2024-08-09,24018.12,463873.99,Active,Annual,Renewed,R001
POL0017641,C012049,P001,A0014,2025-09-18,2026-09-18,25616.35,385671.14,Cancelled,Monthly,Renewed,R003
POL0017642,C014843,P004,A0047,2021-06-05,2021-12-02,6252.94,152123.4,Expired,Annual,Renewed,R005
POL0017643,C003416,P001,A0081,2021-09-01,2023-09-01,22015.52,387570.91,Active,Annual,Renewed,R001
POL0017644,C003420,P002,A0106,2022-10-31,2023-10-31,30718.66,985062.29,Expired,Monthly,Not Renewed,R002
POL0017645,C004520,P002,A0094,2022-03-08,2023-03-08,30910.77,1016548.6,Active,Annual,Renewed,R003
POL0017646,C005137,P001,A0010,2025-01-11,2026-01-11,27733.7,313875.62,Active,Monthly,Renewed,R003
POL0017647,C011419,P002,A0128,2021-10-20,2022-10-20,19661.88,165630.18,Active,Annual,Not Renewed,R004
POL0017648,C006974,P002,A0145,2023-10-01,2024-09-30,26180.43,901660.86,Expired,Annual,Not Renewed,R004
POL0017649,C005398,P002,A0057,2022-06-09,2023-06-09,20440.31,407443.47,Expired,Quarterly,Renewed,R003
POL0017650,C001855,P004,A0111,2022-08-05,2023-08-05,9579.81,114256.16,Cancelled,Annual,Renewed,R006
POL0017651,C006113,P004,A0090,2024-05-29,2025-05-29,5526.86,86721.66,Active,Annual,Renewed,R004
POL0017652,C002060,P001,A0117,2022-08-02,2023-08-02,16997.33,226473.07,Active,Annual,Not Renewed,R005
POL0017653,C005447,P002,A0117,2023-02-10,2024-02-10,35047.27,542520.17,Expired,Annual,Not Renewed,R004
POL0017654,C012858,P002,A0037,2026-02-09,2027-02-09,24147.47,736587.42,Expired,Quarterly,Renewed,R003
POL0017655,C001651,P004,A0064,2021-03-05,2022-03-05,6361.62,111461.12,Expired,Monthly,Renewed,R001
POL0017656,C006044,P002,A0051,2025-05-14,2026-05-14,23874.48,376081.93,Expired,Quarterly,Renewed,R002
POL0017657,C004045,P002,A0043,2021-10-30,2022-10-30,24890.51,397356.55,Active,Annual,Not Renewed,R001
POL0017658,C008604,P006,A0096,2024-10-07,2025-10-07,49426.31,970068.79,Expired,Annual,Renewed,R006
POL0017659,C002861,P004,A0028,2025-11-14,2026-05-13,7497.34,132914.44,Cancelled,Quarterly,Renewed,R003
POL0017660,C003116,P001,A0133,2025-09-21,2026-09-21,14738.77,224579.72,Active,Monthly,Renewed,R004
POL0017661,C006922,P002,A0070,2021-02-24,2021-08-23,36940.01,963486.81,Active,Annual,Renewed,R005
POL0017662,C001306,P003,A0073,2023-11-07,2024-11-06,35679.58,385230.99,Active,Annual,Renewed,R004
POL0017663,C010568,P006,A0028,2025-02-02,2026-02-02,78951.68,2291312.21,Active,Quarterly,Not Renewed,R004
POL0017664,C006813,P001,A0015,2024-02-16,2025-02-15,16770.41,340081.25,Cancelled,Monthly,Renewed,R006
POL0017665,C001768,P002,A0106,2025-01-05,2027-01-05,34062.61,377475.95,Active,Quarterly,Not Renewed,R004
POL0017666,C013658,P002,A0003,2022-05-23,2023-05-23,22853.15,619652.35,Expired,Annual,Renewed,R002
POL0017667,C005467,P001,A0068,2021-02-12,2022-02-12,14517.46,325998.96,Expired,Annual,Renewed,R002
POL0017668,C014839,P003,A0080,2022-12-05,2023-12-05,36295.92,392035.19,Cancelled,Annual,Renewed,R002
POL0017669,C009164,P002,A0068,2024-06-12,2024-12-09,35795.36,539406.38,Active,Annual,Not Renewed,R001
POL0017670,C006938,P002,A0069,2024-12-24,2025-12-24,25855.87,507541.74,Active,Quarterly,Renewed,R004
POL0017671,C009537,P003,A0117,2021-08-22,2022-08-22,42901.3,1086528.95,Active,Quarterly,Renewed,R006
POL0017672,C003835,P002,A0093,2023-01-12,2025-01-11,26751.58,267248.83,Active,Annual,Renewed,R001
POL0017673,C008722,P004,A0012,2022-12-27,2023-12-27,10126.33,235558.49,Expired,Annual,Not Renewed,R006
POL0017674,C000689,P001,A0090,2022-12-10,2023-12-10,16178.42,370429.02,Expired,Quarterly,Not Renewed,R005
POL0017675,C012676,P001,A0083,2025-01-08,2026-01-08,26122.01,470846.26,Cancelled,Monthly,Not Renewed,R004
POL0017676,C006927,P001,A0005,2024-08-12,2025-08-12,15324.45,354588.77,Expired,Quarterly,Renewed,R002
POL0017677,C014976,P002,A0057,2025-06-21,2026-06-21,30656.11,386735.92,Active,Annual,Renewed,R001
POL0017678,C008496,P003,A0001,2021-10-16,2022-10-16,33391.4,706692.53,Expired,Monthly,Not Renewed,R003
POL0017679,C002538,P003,A0022,2023-04-10,2024-04-09,41932.77,1254720.91,Active,Annual,Renewed,R002
POL0017680,C007798,P004,A0125,2025-12-23,2026-06-21,10317.1,194447.47,Expired,Quarterly,Renewed,R005
POL0017681,C004065,P001,A0009,2023-05-04,2025-05-03,11953.37,148454.97,Expired,Monthly,Renewed,R004
POL0017682,C000990,P006,A0020,2026-02-16,2027-02-16,48312.42,839062.18,Cancelled,Monthly,Not Renewed,R003
POL0017683,C011297,P005,A0014,2024-07-30,2025-07-30,54517.77,510640.36,Expired,Monthly,Renewed,R004
POL0017684,C004826,P002,A0110,2022-12-04,2023-12-04,23046.09,234008.92,Expired,Annual,Renewed,R005
POL0017685,C000570,P002,A0147,2021-09-15,2022-09-15,21200.58,513782.05,Expired,Annual,Renewed,R006
POL0017686,C014322,P003,A0060,2023-03-25,2024-03-24,25728.18,465447.29,Active,Monthly,Renewed,R001
POL0017687,C014710,P001,A0127,2022-06-16,2023-06-16,23007.19,769075.46,Expired,Monthly,Renewed,R001
POL0017688,C004980,P001,A0043,2023-03-16,2024-03-15,17767.16,408711.4,Expired,Quarterly,Not Renewed,R006
POL0017689,C002491,P006,A0001,2026-01-05,2027-01-05,81043.14,1170141.03,Expired,Monthly,Renewed,R002
POL0017690,C012352,P001,A0045,2023-03-23,2024-03-22,24317.64,650617.19,Expired,Annual,Not Renewed,R005
POL0017691,C014146,P002,A0001,2021-09-07,2022-09-07,26519.26,758094.86,Active,Annual,Not Renewed,R001
POL0017692,C012472,P001,A0047,2024-11-23,2026-11-23,14918.25,287647.23,Expired,Monthly,Not Renewed,R005
POL0017693,C007111,P001,A0023,2022-06-27,2023-06-27,12562.38,283733.78,Active,Annual,Renewed,R006
POL0017694,C014915,P005,A0072,2022-01-10,2023-01-10,34583.73,1034289.82,Expired,Monthly,Renewed,R006
POL0017695,C000369,P002,A0069,2022-07-16,2023-07-16,35838.44,906411.86,Active,Monthly,Renewed,R001
POL0017696,C002743,P002,A0082,2025-02-08,2026-02-08,36170.97,954906.99,Expired,Annual,Renewed,R006
POL0017697,C003381,P005,A0085,2024-10-16,2025-10-16,61076.59,1416292.74,Active,Monthly,Renewed,R005
POL0017698,C011495,P001,A0121,2022-01-26,2022-07-25,16519.14,446381,Active,Annual,Not Renewed,R005
POL0017699,C011729,P004,A0036,2022-07-05,2023-07-05,8363.26,160025.58,Active,Monthly,Renewed,R004
POL0017700,C013476,P001,A0019,2021-12-31,2022-12-31,24502.77,337762.36,Expired,Annual,Renewed,R004
POL0017701,C005471,P004,A0032,2024-10-21,2026-10-21,5801.71,120451.31,Expired,Annual,Renewed,R003
POL0017702,C001740,P001,A0093,2024-02-27,2026-02-26,17236.03,492778.2,Expired,Annual,Renewed,R002
POL0017703,C010644,P005,,2021-05-15,2022-05-15,46923.36,593580.31,Expired,Annual,Not Renewed,R003
POL0017704,C002217,P001,A0110,2023-08-25,2024-08-24,11974.67,100704.21,Expired,Monthly,Not Renewed,R001
POL0017705,C000161,P002,A0048,2022-01-28,2023-01-28,27977.01,443109.34,Active,Quarterly,Renewed,R001
POL0017706,C007228,P002,A0058,2021-07-06,2022-01-02,16816.72,225312.86,Active,Annual,Not Renewed,R003
POL0017707,C001599,P005,A0115,2023-10-13,2024-10-12,38333.71,915567.1,Active,Annual,Not Renewed,R005
POL0017708,C010323,P002,A0091,2022-01-13,2022-07-12,32974.89,370114.99,Expired,Monthly,Not Renewed,R003
POL0017709,C011769,P001,A0033,2021-03-16,2022-03-16,19255.76,200212.96,Expired,Annual,Renewed,R003
POL0017710,C011848,P003,A0108,2023-10-14,2024-10-13,49171.17,468950.93,Expired,Quarterly,Renewed,R005
POL0017711,C000768,P002,A0096,2021-08-24,2023-08-24,31966.89,793243.6,Active,Annual,Renewed,R005
POL0017712,C010431,P002,A0074,2025-08-14,2022-10-08,28811.71,421988.58,Active,Annual,Not Renewed,R003
POL0017713,C002889,P001,A0014,2022-03-12,2023-03-12,15700.19,131003.31,Cancelled,Monthly,Renewed,R003
POL0017714,C006049,P003,A0089,2024-11-02,2025-11-02,23297.09,420272.14,Active,Annual,Renewed,R001
POL0017715,C007964,P001,A0082,2023-07-23,2024-07-22,26831.39,328462.99,Active,Annual,Not Renewed,R004
POL0017716,C001028,P001,A0087,2021-04-23,2022-04-23,12182.64,230277.37,Expired,Annual,Not Renewed,R006
POL0017717,C009823,P006,A0068,2024-07-19,2026-07-19,69442.89,1047693.84,Expired,Annual,Renewed,R006
POL0017718,C006255,P002,A0049,2025-03-21,2026-03-21,23960.41,700085.95,Active,Quarterly,Not Renewed,R004
POL0017719,C013234,P004,A0091,2023-12-06,2024-12-05,10583.4,302263.97,Active,Quarterly,Renewed,R006
POL0017720,C013311,P002,A0120,2024-05-25,2026-05-25,24371.75,716223.62,Active,Annual,Renewed,R001
POL0017721,C012308,P005,A0122,2024-10-27,2025-10-27,45260.29,1177078.37,Active,Annual,Not Renewed,R003
POL0017722,C010842,P001,A0085,2021-03-10,2023-03-10,23320.04,679767.78,Active,Annual,Renewed,R006
POL0017723,C011342,P002,A0028,2022-08-29,2024-08-28,27185.75,667691.32,Active,Annual,Renewed,R002
POL0017724,C011818,P002,A0142,2024-10-25,2025-10-25,31347.39,924708.1,Active,Annual,Not Renewed,R006
POL0017725,C007675,P001,A0029,2023-03-22,2024-03-21,11808.69,134379.62,Active,Annual,Renewed,R001
POL0017726,C005623,P003,A0065,2025-02-05,2026-02-05,42635.06,1107026.46,Active,Quarterly,Not Renewed,R002
POL0017727,C009922,P004,A0046,2025-07-09,2026-07-09,9100.25,203727.07,Active,Monthly,Not Renewed,R004
POL0017728,C008121,P002,A0073,2022-12-09,2023-12-09,29602.4,326968.36,Cancelled,Annual,Renewed,R004
POL0017729,C009348,P005,A0107,2023-01-06,2024-01-06,29803.21,886932.13,Active,Annual,Renewed,R003
POL0017730,C004113,P004,A0073,2022-10-02,2023-10-02,5948.48,105010.11,Active,Monthly,Renewed,R006
POL0017731,C009668,P001,A0015,2026-02-11,2026-08-10,24522.22,595353.25,Active,Annual,Renewed,R003
POL0017732,C005863,P006,A0113,2024-05-07,2025-05-07,70328.75,1159567.51,Active,Quarterly,Renewed,R001
POL0017733,C006835,P005,A0057,2023-01-10,2024-01-10,27093.39,497383.43,Active,Quarterly,Renewed,R004
POL0017734,C001156,P002,A0039,2024-09-11,2025-09-11,19490.89,374476.48,Active,Quarterly,Renewed,R002
POL0017735,C000266,P002,A0127,2022-11-15,2023-05-14,17999.02,248905.43,Active,Annual,Renewed,R001
POL0017736,C008732,P001,A0034,2024-11-25,2025-11-25,16788.6,402858.69,Expired,Quarterly,Renewed,R006
POL0017737,C008010,P003,A0103,2025-08-05,2026-02-01,22068.92,395940.92,Cancelled,Annual,Renewed,R005
POL0017738,C009251,P001,A0064,2024-05-02,2024-10-29,19462.46,331657.51,Expired,Annual,Renewed,R005
POL0017739,C004953,P003,A0058,2022-12-17,2023-12-17,27220.23,339201.81,Active,Annual,Renewed,R005
POL0017740,C003014,P002,A0012,2024-10-30,2025-10-30,17833.51,175773.1,Active,Annual,Not Renewed,R001
POL0017741,C012854,P001,A0077,2021-05-01,2022-05-01,19940.03,467022.74,Active,Monthly,Not Renewed,R002
POL0017742,C014575,P001,A0077,2021-11-27,2022-11-27,14292.85,260402.49,Active,Monthly,Renewed,R001
POL0017743,C010254,P002,A0134,2021-04-22,2022-04-22,30069.03,1051963.12,Expired,Annual,Renewed,R005
POL0017744,C006360,P001,A0111,2021-12-19,2022-12-19,16718.45,327793.74,Active,Annual,Renewed,R004
POL0017745,C011998,P004,A0016,2021-03-01,2022-03-01,7725.18,168138.71,Active,Monthly,Renewed,R004
POL0017746,C008964,P001,A0010,2026-02-01,2027-02-01,22659.88,539765.27,Active,Annual,Renewed,R006
POL0017747,C000345,P001,A0023,2024-05-16,2025-05-16,22950.83,618080.57,Active,Quarterly,Not Renewed,R006
POL0017748,C009197,P001,A0021,2023-06-06,2024-06-05,12611.02,298372.88,Expired,Annual,Not Renewed,R005
POL0017749,C014115,P006,A0077,2021-10-23,2022-10-23,63288.14,1573449.49,Active,Monthly,Renewed,R004
POL0017750,C006183,P001,A0136,2023-06-14,2025-06-13,20660.73,188246.9,Active,Annual,Renewed,R002
POL0017751,C013021,P003,A0123,2022-02-28,2023-02-28,46968.16,990097.98,Expired,Annual,Renewed,R005
POL0017752,C014024,P004,A0074,2021-12-31,2022-12-31,7178.46,193468.96,Active,Monthly,Renewed,R003
POL0017753,C002769,P002,A0096,2021-07-20,2022-07-20,25883.99,830491.12,Expired,Annual,Renewed,R003
POL0017754,C007799,P002,A0045,2024-07-08,2025-07-08,23751.34,524647.17,Expired,Quarterly,Renewed,R002
POL0017755,C013810,P001,A0100,2021-02-12,2022-02-12,13367.54,291169,Expired,Annual,Not Renewed,R005
POL0017756,C007267,P002,A0050,2021-09-14,2022-09-14,35510.32,401877.35,Active,Annual,Not Renewed,R006
POL0017757,C007965,P004,A0006,2024-11-24,2025-05-23,6893.2,219003.08,Active,Monthly,Renewed,R004
POL0017758,C009266,P003,A0065,2021-10-08,2022-10-08,42929.55,1420283.94,Expired,Annual,Not Renewed,R003
POL0017759,C002187,P002,A0071,2024-09-30,2025-09-30,31446.5,330257.79,Active,Quarterly,Renewed,R002
POL0017760,C008392,P002,A0069,2022-12-24,2023-12-24,32735.37,272885.97,Expired,Annual,Not Renewed,R003
POL0017761,C007516,P001,A0102,2022-07-27,2023-07-27,17443.7,502486.57,Expired,Annual,Renewed,R005
POL0017762,C002677,P006,A0004,2022-01-01,2023-01-01,72016.45,1526220.72,Active,Monthly,Not Renewed,R004
POL0017763,C013605,P004,A0114,2024-09-23,2026-09-23,7606.58,170196.47,Active,Monthly,Renewed,R003
POL0017764,C011370,P004,A0043,2021-08-07,2022-08-07,7247.61,230591.16,Active,Monthly,Not Renewed,R004
POL0017765,C013411,P006,A0090,2025-03-08,2025-09-04,56738.43,1429595.99,Active,Monthly,Renewed,R003
POL0017766,C013722,P004,A0029,2025-07-31,2026-07-31,6375.35,92236.23,Active,Annual,Renewed,R002
POL0017767,C009716,P005,A0039,2023-02-03,2024-02-03,33719.3,951374.12,Expired,Quarterly,Renewed,R004
POL0017768,C006137,P003,A0066,2021-08-18,2022-08-18,23911.17,466189.2,Active,Annual,Renewed,R004
POL0017769,C002331,P001,A0051,2021-03-26,2022-03-26,27257.95,562186.05,Active,Annual,Renewed,R004
POL0017770,C013161,P002,A0110,2022-03-29,2023-03-29,20641.89,655874.77,Active,Monthly,Renewed,R002
POL0017771,C011599,P004,A0026,2023-10-05,2024-10-04,8407.47,109897.69,Expired,Annual,Renewed,R003
POL0017772,C002068,P002,A0127,2023-11-20,2024-11-19,34352.68,799716.07,Active,Quarterly,Not Renewed,R003
POL0017773,C009290,P001,A0092,2021-09-21,2022-09-21,23179.76,261387.64,Active,Monthly,Renewed,R004
POL0017774,C006021,P002,A0030,2022-06-24,2023-06-24,24064.85,764286.3,Active,Monthly,Renewed,R002
POL0017775,C010139,P005,A0049,2023-04-29,2023-10-26,55048.87,1747415.33,Cancelled,Monthly,Renewed,R006
POL0017776,C011546,P002,A0111,2023-08-06,2024-08-05,17419.69,596723.22,Expired,Annual,Renewed,R006
POL0017777,C008960,P005,A0132,2025-07-21,2026-07-21,58545.45,633276.74,Expired,Monthly,Renewed,R006
POL0017778,C003215,P002,A0053,2025-04-06,2026-04-06,36401.14,1230519.29,Active,Monthly,Not Renewed,R004
POL0017779,C006937,P002,A0148,2022-02-06,2023-02-06,33719.59,968213.54,Active,Annual,Renewed,R002
POL0017780,C010258,P006,A0008,2023-06-04,2024-06-03,41779.14,1410682.47,Active,Annual,Renewed,R004
POL0017781,C011927,P001,A0101,2021-09-11,2022-09-11,20427.17,439894.47,Active,Annual,Renewed,R001
POL0017782,C008933,P002,A0027,2022-08-05,2024-08-04,24012.69,649781.32,Expired,Annual,Renewed,R005
POL0017783,C014073,P001,A0147,2023-01-18,2024-01-18,22042.88,475231.37,Expired,Annual,Renewed,R003
POL0017784,C008750,P004,A0023,2023-05-19,2024-05-18,7210.94,63837.16,Active,Annual,Renewed,R005
POL0017785,C008566,P002,A0082,2022-12-28,2023-12-28,31755.81,435713.97,Active,Annual,Renewed,R005
POL0017786,C013889,P002,A0053,2021-12-04,2022-12-04,22472.81,466558.98,Active,Monthly,Renewed,R002
POL0017787,C010267,P002,A0014,2022-09-25,2023-09-25,35108.88,1008161.67,Expired,Monthly,Renewed,R006
POL0017788,C013967,P001,A0100,2021-12-31,2022-12-31,22739.08,236610.63,Expired,Monthly,Renewed,R002
POL0017789,C014715,P001,A0023,2021-07-05,2022-07-05,13682.04,298615.16,Active,Monthly,Renewed,R005
POL0017790,C008513,P004,A0006,2024-03-11,2025-03-11,9517.53,239570.79,Active,Monthly,Renewed,R002
POL0017791,C000832,P005,A0122,2025-10-26,2026-10-26,40428.7,929363.45,Active,Monthly,Not Renewed,R003
POL0017792,C001894,P005,A0001,2026-01-19,2028-01-19,35247.27,717850.45,Active,Annual,Not Renewed,R005
POL0017793,C013025,P001,A0105,2023-09-07,2024-09-06,15509.16,342873.8,Active,Annual,Renewed,R001
POL0017794,C003246,P001,A0003,2022-11-25,2023-11-25,12199.34,421318.92,Cancelled,Annual,Not Renewed,R001
POL0017795,C011010,P002,A0087,2024-06-06,2025-06-06,22263.16,718175.34,Active,Annual,Renewed,R004
POL0017796,C006641,P002,A0106,2023-12-17,2024-12-16,25049.3,285325.14,Active,Monthly,Renewed,R001
POL0017797,C009978,P001,A0031,2022-10-07,2023-10-07,22155.72,420123.28,Active,Annual,Not Renewed,R006
POL0017798,C014372,P006,A0133,2023-09-12,2024-09-11,62690.02,573819.51,Active,Annual,Not Renewed,R002
POL0017799,C008233,P006,A0119,2022-11-06,2023-11-06,63799.17,1122318.28,Expired,Annual,Not Renewed,R003
POL0017800,C010132,P001,A0109,2022-12-04,2023-12-04,13359.26,190136.89,Expired,Annual,Renewed,R004
POL0017801,C014848,P003,A0074,2021-12-08,2022-12-08,24997.11,287706.85,Cancelled,Quarterly,Not Renewed,R002
POL0017802,C011387,P001,A0118,2023-06-23,2024-06-22,21810.84,253943.6,Expired,Annual,Not Renewed,R006
POL0017803,C005523,P006,A0138,2021-02-04,2022-02-04,68254.33,637194.87,Active,Annual,Not Renewed,R006
POL0017804,C000432,P003,A0081,2025-01-22,2025-07-21,42171.93,1366762.75,Active,Annual,Not Renewed,R001
POL0017805,C006155,P001,A0123,2024-05-01,2025-05-01,27243.73,863669.34,Expired,Annual,Renewed,R004
POL0017806,C013886,P001,A0001,2025-02-12,2025-08-11,12430.26,262911.07,Active,Annual,Renewed,R004
POL0017807,C005238,P001,A0015,2025-04-11,2027-04-11,18773.66,201469.5,Expired,Monthly,Renewed,R006
POL0017808,C006846,P002,A0097,2022-11-03,2023-11-03,31369.34,993128.48,Expired,Monthly,Not Renewed,R004
POL0017809,C004977,P002,A0107,2022-04-25,2023-04-25,34917.43,1069096.03,Expired,Annual,Renewed,R001
POL0017810,C004417,P002,A0120,2025-12-31,2026-12-31,29641.72,748377.74,Expired,Monthly,Not Renewed,R002
POL0017811,C008847,P004,A0104,2023-09-24,2024-09-23,9425.15,274164.64,Active,Annual,Renewed,R005
POL0017812,C004610,P004,A0095,2021-09-26,2022-09-26,7245.63,142321.22,Expired,Monthly,Not Renewed,R002
POL0017813,C008902,P001,A0150,2024-05-15,2025-05-15,27085.21,420520.14,Active,Monthly,Renewed,R006
POL0017814,C009275,P001,A0028,2023-11-28,2024-11-27,20607.71,384647.15,Expired,Annual,Renewed,R004
POL0017815,C000544,P001,A0083,2021-07-14,2023-07-14,17486.12,404469.15,Expired,Annual,Renewed,R005
POL0017816,C002194,P005,A0078,2022-04-09,2024-04-08,30153.83,621283.66,Expired,Monthly,Not Renewed,R006
POL0017817,C003269,P002,A0067,2021-11-18,2023-11-18,33168.66,571390.56,Active,Monthly,Renewed,R001
POL0017818,C014583,P002,A0027,2025-10-09,2026-04-07,26800.47,801018.79,Active,Quarterly,Renewed,R006
POL0017819,C013910,P004,A0116,2023-12-03,2024-12-02,5123,107755.25,Expired,Annual,Renewed,R003
POL0017820,C005000,P005,A0043,2022-03-28,2023-03-28,52887.46,532371.78,Active,Monthly,Renewed,R005
POL0017821,C005935,P003,A0103,2021-05-21,2022-05-21,22209.5,516442.81,Expired,Monthly,Renewed,R006
POL0017822,C013627,P001,A0121,2025-04-24,2025-10-21,16927.39,478525.35,Active,Annual,Renewed,R004
POL0017823,C014403,P006,A0004,2024-11-24,2026-11-24,49225.3,859010.77,Expired,Quarterly,Not Renewed,R003
POL0017824,C013813,P002,A0019,2022-07-08,2023-07-08,36985.04,619104.58,Active,Annual,Renewed,R004
POL0017825,C004529,P002,A0018,2022-01-04,2023-01-04,27317.22,553509.23,Active,Annual,Renewed,R006
POL0017826,C002551,P005,A0104,2025-05-28,2026-05-28,40872.05,850387.13,Active,Quarterly,Renewed,R004
POL0017827,C007257,P005,A0066,2025-11-27,2027-11-27,39695.85,758371.97,Expired,Quarterly,Renewed,R004
POL0017828,C008175,P005,A0147,2021-08-15,2023-08-15,49186.78,920762.29,Active,Monthly,Renewed,R003
POL0017829,C005238,P001,A0012,2024-06-23,2025-06-23,12598.06,242461.16,Expired,Quarterly,Renewed,R001
POL0017830,C006959,P002,A0013,2025-05-03,2026-05-03,31827.82,848039.29,Active,Monthly,Renewed,R004
POL0017831,C013701,P005,A0113,2023-07-11,2024-07-10,37976.8,385940.81,Active,Annual,Renewed,R001
POL0017832,C000925,P004,A0048,2026-02-26,2027-02-26,5272.85,112029.4,Expired,Annual,Renewed,R001
POL0017833,C008983,P006,A0133,2023-10-19,2024-10-18,82167.74,1603505.85,Expired,Quarterly,Not Renewed,R003
POL0017834,C004321,P002,A0005,2024-10-14,2026-10-14,30046.47,415487.9,Active,Monthly,Renewed,R001
POL0017835,C008077,P005,A0067,2025-06-04,2026-06-04,45954.33,1129521.95,Active,Annual,Renewed,R002
POL0017836,C001380,P006,A0126,2023-04-02,2023-09-29,58582.8,1019949.6,Active,Quarterly,Renewed,R005
POL0017837,C004555,P002,A0088,2021-03-15,2022-03-15,33765.78,337623.67,Active,Annual,Not Renewed,R006
POL0017838,C004528,P001,A0087,2021-05-29,2021-11-25,22966.92,751613.3,Active,Annual,Renewed,R002
POL0017839,C009809,P001,A0104,2023-04-06,2023-10-03,26298.32,662527.4,Expired,Monthly,Renewed,R003
POL0017840,C005281,P002,A0106,2026-02-26,2027-02-26,16153.68,209264.48,Cancelled,Annual,Renewed,R002
POL0017841,C013675,P004,A0069,2025-08-07,2027-08-07,10815.58,152666.07,Expired,Quarterly,Not Renewed,R004
POL0017842,C011949,P002,A0044,2021-09-05,2022-09-05,19194.28,394439.95,Cancelled,Annual,Renewed,R003
POL0017843,C006619,P002,,2023-09-18,2024-09-17,23750.21,510696.63,Active,Monthly,Renewed,R002
POL0017844,C005445,P005,A0067,2025-02-05,2026-02-05,45521.36,1579740.39,Expired,Annual,Not Renewed,R001
POL0017845,C003810,P001,A0103,2026-01-17,2028-01-17,26435.22,787643.51,Active,Quarterly,Renewed,R003
POL0017846,C006149,P006,A0145,2024-06-28,2024-12-25,61074.34,570710.19,Active,Monthly,Renewed,R001
POL0017847,C001853,P001,A0122,2024-03-10,2026-03-10,16146.43,237677.91,Expired,Annual,Renewed,R004
POL0017848,C009040,P002,A0145,2021-08-22,2022-02-18,19445.7,676208.74,Expired,Annual,Renewed,R006
POL0017849,C008711,P002,A0100,2021-07-02,2022-07-02,32726.38,1075662.38,Active,Quarterly,Not Renewed,R001
POL0017850,C006193,P002,A0071,2021-10-19,2022-10-19,26768.04,778418.26,Expired,Annual,Renewed,R005
POL0017851,C014081,P003,A0011,2023-01-04,2023-07-03,47174.61,1294940.03,Active,Annual,Renewed,R002
POL0017852,C014234,P001,A0079,2022-10-08,2023-10-08,15487.05,358702.09,Active,Annual,Renewed,R001
POL0017853,C002574,P002,A0059,2021-06-16,2022-06-16,16682.94,330732.93,Expired,Quarterly,Not Renewed,R002
POL0017854,C012457,P001,A0015,2021-12-19,2022-12-19,13251.24,307450.44,Active,Annual,Renewed,R002
POL0017855,C000114,P006,A0149,2024-07-09,2025-07-09,84176.24,2663113.65,Active,Monthly,Renewed,R001
POL0017856,C012200,P001,A0129,2025-03-12,2026-03-12,16993.7,330887.93,Expired,Monthly,Renewed,R006
POL0017857,C002629,P001,A0058,2021-09-18,2022-09-18,19079.75,211982.27,Active,Annual,Renewed,R005
POL0017858,C009775,P001,A0036,2022-03-02,2023-03-02,17413.98,166778.95,Active,Monthly,Renewed,R006
POL0017859,C010277,P002,A0025,2024-01-22,2025-01-21,31517.31,676905.45,Cancelled,Quarterly,Renewed,R004
POL0017860,C003733,P001,A0056,2021-03-23,2022-03-23,27583.05,870050.03,Active,Monthly,Renewed,R003
POL0017861,C006690,P002,A0094,2021-08-26,2022-08-26,35528.25,936394.52,Expired,Annual,Not Renewed,R001
POL0017862,C005729,P001,A0037,2021-05-22,2022-05-22,16510.79,300714.41,Expired,Annual,Renewed,R001
